"Plot Title: 20432184_TidbiTV2_Logger2"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20432184, SEN S/N: 20432184)","Coupler Detached (LGR S/N: 20432184)","Coupler Attached (LGR S/N: 20432184)","Stopped (LGR S/N: 20432184)","End Of File (LGR S/N: 20432184)"
445,11/29/18 03:04:08 PM,11.370,,,,
446,11/29/18 03:14:08 PM,11.370,,,,
447,11/29/18 03:24:08 PM,11.370,,,,
448,11/29/18 03:34:08 PM,11.370,,,,
449,11/29/18 03:44:08 PM,11.370,,,,
450,11/29/18 03:54:08 PM,11.370,,,,
451,11/29/18 04:04:08 PM,11.370,,,,
452,11/29/18 04:14:08 PM,11.370,,,,
453,11/29/18 04:24:08 PM,11.370,,,,
454,11/29/18 04:34:08 PM,11.370,,,,
455,11/29/18 04:44:08 PM,11.370,,,,
456,11/29/18 04:54:08 PM,11.370,,,,
457,11/29/18 05:04:08 PM,11.370,,,,
458,11/29/18 05:14:08 PM,11.370,,,,
459,11/29/18 05:24:08 PM,11.370,,,,
460,11/29/18 05:34:08 PM,11.370,,,,
461,11/29/18 05:44:08 PM,11.370,,,,
462,11/29/18 05:54:08 PM,11.370,,,,
463,11/29/18 06:04:08 PM,11.370,,,,
464,11/29/18 06:14:08 PM,11.346,,,,
465,11/29/18 06:24:08 PM,11.346,,,,
466,11/29/18 06:34:08 PM,11.346,,,,
467,11/29/18 06:44:08 PM,11.346,,,,
468,11/29/18 06:54:08 PM,11.346,,,,
469,11/29/18 07:04:08 PM,11.346,,,,
470,11/29/18 07:14:08 PM,11.346,,,,
471,11/29/18 07:24:08 PM,11.321,,,,
472,11/29/18 07:34:08 PM,11.321,,,,
473,11/29/18 07:44:08 PM,11.321,,,,
474,11/29/18 07:54:08 PM,11.321,,,,
475,11/29/18 08:04:08 PM,11.321,,,,
476,11/29/18 08:14:08 PM,11.321,,,,
477,11/29/18 08:24:08 PM,11.321,,,,
478,11/29/18 08:34:08 PM,11.321,,,,
479,11/29/18 08:44:08 PM,11.321,,,,
480,11/29/18 08:54:08 PM,11.321,,,,
481,11/29/18 09:04:08 PM,11.321,,,,
482,11/29/18 09:14:08 PM,11.321,,,,
483,11/29/18 09:24:08 PM,11.321,,,,
484,11/29/18 09:34:08 PM,11.297,,,,
485,11/29/18 09:44:08 PM,11.321,,,,
486,11/29/18 09:54:08 PM,11.297,,,,
487,11/29/18 10:04:08 PM,11.297,,,,
488,11/29/18 10:14:08 PM,11.297,,,,
489,11/29/18 10:24:08 PM,11.297,,,,
490,11/29/18 10:34:08 PM,11.297,,,,
491,11/29/18 10:44:08 PM,11.297,,,,
492,11/29/18 10:54:08 PM,11.297,,,,
493,11/29/18 11:04:08 PM,11.297,,,,
494,11/29/18 11:14:08 PM,11.297,,,,
495,11/29/18 11:24:08 PM,11.297,,,,
496,11/29/18 11:34:08 PM,11.321,,,,
497,11/29/18 11:44:08 PM,11.321,,,,
498,11/29/18 11:54:08 PM,11.321,,,,
499,11/30/18 12:04:08 AM,11.321,,,,
500,11/30/18 12:14:08 AM,11.321,,,,
501,11/30/18 12:24:08 AM,11.321,,,,
502,11/30/18 12:34:08 AM,11.321,,,,
503,11/30/18 12:44:08 AM,11.321,,,,
504,11/30/18 12:54:08 AM,11.321,,,,
505,11/30/18 01:04:08 AM,11.321,,,,
506,11/30/18 01:14:08 AM,11.321,,,,
507,11/30/18 01:24:08 AM,11.321,,,,
508,11/30/18 01:34:08 AM,11.321,,,,
509,11/30/18 01:44:08 AM,11.321,,,,
510,11/30/18 01:54:08 AM,11.321,,,,
511,11/30/18 02:04:08 AM,11.321,,,,
512,11/30/18 02:14:08 AM,11.321,,,,
513,11/30/18 02:24:08 AM,11.321,,,,
514,11/30/18 02:34:08 AM,11.321,,,,
515,11/30/18 02:44:08 AM,11.321,,,,
516,11/30/18 02:54:08 AM,11.321,,,,
517,11/30/18 03:04:08 AM,11.321,,,,
518,11/30/18 03:14:08 AM,11.321,,,,
519,11/30/18 03:24:08 AM,11.321,,,,
520,11/30/18 03:34:08 AM,11.321,,,,
521,11/30/18 03:44:08 AM,11.321,,,,
522,11/30/18 03:54:08 AM,11.346,,,,
523,11/30/18 04:04:08 AM,11.346,,,,
524,11/30/18 04:14:08 AM,11.346,,,,
525,11/30/18 04:24:08 AM,11.321,,,,
526,11/30/18 04:34:08 AM,11.321,,,,
527,11/30/18 04:44:08 AM,11.321,,,,
528,11/30/18 04:54:08 AM,11.321,,,,
529,11/30/18 05:04:08 AM,11.321,,,,
